inc_counties,mort_counties,joined_counties,mort_only,demo_race_labels,demo_race_mapped,unmapped_labels
3029,3084,2980,104,10,5,Amer. Indian / AK Native; Asian / Pacific Islander; Asian Non-Hispanic; Black; White (includes Hispanic)
